NAME	NES_6H	FDR_6H	NES_24H	FDR_24H	NES_48H	FDR_48H	NES_96H	FDR_96H
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	1.0391352	1.0	1.0321592	0.9992002	1.2230834	0.68093455	1.3230293	0.37618166
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4	1.0383496	1.0	1.0872396	1.0	1.0837975	0.85827655	-1.0025276	0.6810223
REACTOME_MET_ACTIVATES_PTPN11	1.0365329	1.0	0.8455703	1.0	0.6917614	1.0	1.3379039	0.37403452
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX	1.0363581	1.0	1.1643727	0.9585777	0.84844166	1.0	1.3598646	0.36034635
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	1.033069	1.0	1.0763949	1.0	1.073803	0.85942256	-1.1186823	0.51829624
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	1.0329638	1.0	-0.89848614	1.0	-1.1323769	0.5594462	1.0093231	0.69867694
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	1.0317702	1.0	1.0373279	0.9962063	1.119578	0.8376159	-1.0973961	0.546827
REACTOME_SIGNALING_BY_FGFR1	1.0296259	1.0	1.0622045	1.0	0.6945803	1.0	-1.150136	0.47731665
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	1.0295794	1.0	1.1818728	0.94488084	1.3610728	0.52911	1.169639	0.5135364
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	1.0275483	1.0	1.335445	0.8744863	1.1071265	0.8459171	1.092534	0.5876604
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	1.0271871	1.0	1.2200444	0.94053394	1.1797166	0.74594384	0.9652125	0.7599988
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	1.0220482	1.0	0.95823556	1.0	0.90969074	0.9765452	-1.4551816	0.16262169
REACTOME_DEVELOPMENTAL_BIOLOGY	1.0192051	1.0	1.1938095	0.93324244	1.4507469	0.4025655	2.3541765	0.0
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	1.0184639	1.0	1.1616318	0.9487643	1.2854034	0.6245246	1.2967494	0.40004623
REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS	1.0177232	1.0	-0.9234081	0.9982256	-1.212997	0.4677677	-1.2685748	0.33009484
REACTOME_IRS_MEDIATED_SIGNALLING	1.0156862	1.0	1.1082425	0.9862869	0.8922213	0.9728893	-1.3132474	0.28872758
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	1.0154746	1.0	0.80147654	1.0	0.8670949	0.99064064	-0.84303194	0.90517175
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R	1.0147594	1.0	1.063906	1.0	0.8964131	0.9753546	-1.2521124	0.3501448
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	1.0109113	1.0	-0.5909703	1.0	-1.2218944	0.46513638	-1.2752526	0.3246986
REACTOME_RHOA_GTPASE_CYCLE	1.006597	1.0	0.98762006	1.0	1.1469051	0.8064576	1.259935	0.41655588
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	1.0043608	1.0	1.1677874	0.9495844	1.3647869	0.52505547	1.4746631	0.24653344
REACTOME_KINESINS	1.0029413	1.0	0.9854043	1.0	0.95041263	0.9739591	-1.0469284	0.6097581
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	1.0010693	1.0	1.0504689	0.99569535	0.34404075	0.9998331	-0.6644414	1.0
REACTOME_EPHRIN_SIGNALING	0.99881506	1.0	0.9962178	1.0	1.0291047	0.92474484	1.611507	0.12400185
REACTOME_PI_3K_CASCADE_FGFR2	0.9987092	1.0	0.9756962	1.0	0.9760382	0.94421816	-1.5041783	0.12488916
REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES	0.9962082	1.0	1.286651	0.8777679	1.1357193	0.81712025	-0.6217823	1.0
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.99497944	1.0	0.8521064	1.0	0.9317797	0.9993418	1.5585899	0.15384255
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	0.9943764	1.0	1.5679922	0.6631303	1.2117189	0.6989564	1.249978	0.42930213
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	0.9938809	1.0	0.59846455	1.0	-0.9890922	0.74519354	1.0081311	0.6985916
REACTOME_PHYSIOLOGICAL_FACTORS	0.9930262	1.0	1.0662766	1.0	1.3591174	0.5267031	1.0537552	0.6396518
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM	0.99185914	1.0	-0.7169654	1.0	0.88997847	0.97089237	0.74872416	0.9484072
REACTOME_GLYCOLYSIS	0.9910794	1.0	1.0233805	1.0	-1.2790706	0.40308765	-1.3573087	0.24802391
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.98891366	1.0	1.0648824	1.0	1.3873149	0.4919614	1.8549281	0.01577028
REACTOME_SHC_MEDIATED_CASCADE_FGFR2	0.98883224	1.0	0.9237921	1.0	0.9209686	0.97491777	-1.5885582	0.07796188
REACTOME_LIPID_PARTICLE_ORGANIZATION	0.9874179	1.0	1.2841332	0.86605257	1.2498764	0.642024	1.2388369	0.44203636
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.98538864	1.0	1.2405319	0.9645869	1.2150476	0.69102186	1.7156514	0.05865316
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.9826484	1.0	1.0334289	1.0	0.9310957	0.99841416	1.2634273	0.4134382
REACTOME_NICOTINAMIDE_SALVAGING	0.9803676	1.0	1.3931384	0.9103047	1.3696401	0.52699965	1.3186996	0.37911966
REACTOME_INTRA_GOLGI_TRAFFIC	0.9760864	1.0	0.89924717	1.0	0.89444846	0.97723466	1.2112191	0.46667024
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.97560006	1.0	0.81355345	1.0	1.0206572	0.9295067	1.4597336	0.25764695
REACTOME_METABOLISM_OF_LIPIDS	0.9739521	1.0	1.0490278	0.9895342	1.0253158	0.9272104	1.1681632	0.51399946
REACTOME_RHO_GTPASES_ACTIVATE_RHOTEKIN_AND_RHOPHILINS	0.97320276	1.0	1.0582422	0.9952862	1.1054413	0.84819794	1.3552151	0.36325395
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	0.9704263	1.0	1.1575648	0.9396695	0.90569633	0.973596	1.2722576	0.40753317
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.96915776	1.0	1.0306504	0.99712557	-1.1225567	0.5625188	-1.2411531	0.36137724
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.96859753	1.0	1.311397	0.8370343	1.4753488	0.37568247	1.3510365	0.36508322
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL	0.9678388	1.0	1.3466414	0.89202523	1.2983973	0.59388477	1.0601593	0.6306518
REACTOME_REGULATION_OF_IFNA_IFNB_SIGNALING	0.9665467	1.0	0.56205016	1.0	-0.7518713	0.93357563	0.8090082	0.9305734
REACTOME_TRANSPORT_OF_GAMMA_CARBOXYLATED_PROTEIN_PRECURSORS_FROM_THE_ENDOPLASMIC_RETICULUM_TO_THE_GOLGI_APPARATUS	0.9636978	1.0	1.1947565	0.9349949	1.1941589	0.7276328	1.2290903	0.44904062
REACTOME_REGULATION_OF_KIT_SIGNALING	0.9621847	1.0	-1.1783272	0.83923167	-1.1269376	0.55862975	-0.84243536	0.899411
REACTOME_VISUAL_PHOTOTRANSDUCTION	0.96142894	1.0	1.1104002	0.9962481	1.5253582	0.28581333	1.5432158	0.16943716
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	0.9592975	1.0	1.0647533	1.0	1.1108395	0.8401365	-1.2098205	0.4055101
REACTOME_RHO_GTPASES_ACTIVATE_CIT	0.9554469	1.0	1.3990983	0.96535724	1.2238101	0.68914	1.041592	0.65330285
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.95423687	1.0	1.3106462	0.8321439	1.3967592	0.4729046	1.7517687	0.04271645
REACTOME_HDMS_DEMETHYLATE_HISTONES	0.9537043	1.0	-0.78082544	1.0	-0.9037938	0.8372756	0.9423061	0.7922223
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	0.9473497	1.0	0.9565615	1.0	1.0623529	0.87999296	1.3546683	0.36260214
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.9432525	1.0	0.7020035	1.0	0.851806	1.0	1.361352	0.35896263
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	0.94274217	1.0	0.6635516	1.0	-1.1288406	0.5598384	-1.3017825	0.29594317
REACTOME_SIGNALING_BY_BMP	0.941289	1.0	1.0743169	1.0	1.1180699	0.83926666	0.9277092	0.8143128
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	0.94100636	1.0	1.1953392	0.94430035	1.3856857	0.48790517	1.2588727	0.41737783
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.939704	1.0	0.9851604	1.0	0.797498	0.9989618	0.90581554	0.833345
REACTOME_DRUG_ADME	0.9366713	1.0	1.3980869	0.95193404	1.3312117	0.5596028	0.60879827	0.9893768
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS	0.93598014	1.0	1.1052434	0.97985405	1.0824522	0.85942096	1.0674961	0.62512845
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.9347578	1.0	0.8030875	1.0	0.78929335	1.0	1.7304716	0.05115563
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2	0.9296141	1.0	0.92415875	1.0	0.9506012	0.9760887	-1.5222301	0.115378365
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.9266365	1.0	-0.48779872	1.0	0.60321146	1.0	1.3562537	0.36277705
REACTOME_TRP_CHANNELS	0.92488134	1.0	0.8206319	1.0	1.2908185	0.6130341	0.85148436	0.89601856
REACTOME_TIGHT_JUNCTION_INTERACTIONS	0.9198501	1.0	0.4890758	1.0	0.976682	0.9451148	1.2674276	0.40774402
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.91831523	1.0	0.537243	1.0	0.4373212	1.0	1.5938445	0.13814212
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.91738755	1.0	1.4721701	0.7378671	1.6001264	0.21392366	1.6503168	0.097545065
REACTOME_OTHER_INTERLEUKIN_SIGNALING	0.9146043	1.0	0.7067034	1.0	0.8047404	0.98931986	1.0512866	0.6411394
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	0.91415435	1.0	1.4608138	0.76887643	1.0246854	0.92617315	0.7961548	0.9322674
REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM	0.9117812	1.0	0.4454977	1.0	0.56033516	1.0	0.7887349	0.9351068
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	0.9103306	1.0	0.89897346	1.0	0.93964183	0.9878485	-1.5998281	0.074400984
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.91009367	1.0	0.94828844	1.0	1.3553808	0.53585255	0.6393479	0.99062
REACTOME_BICARBONATE_TRANSPORTERS	0.9090892	1.0	1.1859634	0.9384918	1.4570866	0.4096149	1.0983342	0.5842212
REACTOME_DECTIN_2_FAMILY	0.90748936	1.0	-0.80897	1.0	-0.8284483	0.8863927	-0.68271893	1.0
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	0.90380365	1.0	0.965373	1.0	-0.8924768	0.8448102	-0.6844701	1.0
REACTOME_DARPP_32_EVENTS	0.9036317	1.0	0.9437523	1.0	1.0237837	0.9259325	0.7579598	0.94619787
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.90086025	1.0	0.85873693	1.0	1.0170095	0.91738945	1.1366417	0.53831786
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	0.8943535	1.0	1.1627942	0.95982844	1.3292471	0.5624255	1.0016685	0.70769376
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	0.89185166	1.0	1.2471211	0.9878776	1.1925594	0.7261786	1.3714908	0.34804547
REACTOME_TRANSPORT_OF_SMALL_MOLECULES	0.8914757	1.0	0.98224103	1.0	1.0184784	0.9272804	1.2677966	0.40840802
REACTOME_MICRORNA_MIRNA_BIOGENESIS	0.8897599	1.0	1.0615766	1.0	0.85759103	1.0	0.7203308	0.96550983
REACTOME_RHOF_GTPASE_CYCLE	0.8893754	1.0	0.929751	1.0	1.0229622	0.92549205	1.413649	0.3140794
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	0.8893354	1.0	0.5464444	1.0	-0.77435565	0.92122203	-0.5707602	1.0
REACTOME_SIGNALING_BY_VEGF	0.88559747	1.0	0.86984396	1.0	0.78752244	1.0	1.4862791	0.2329512
REACTOME_RHOQ_GTPASE_CYCLE	0.88557315	1.0	0.8949226	1.0	1.0314546	0.9236365	1.4442673	0.2743426
REACTOME_PD_1_SIGNALING	0.88451093	1.0	1.0428771	0.9920277	1.1905602	0.7226566	1.1706294	0.51413643
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.8837848	1.0	1.1455457	0.9484745	1.4502543	0.39876294	0.64424425	0.9887337
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	0.88233155	1.0	1.0399717	0.9909723	0.6283315	1.0	0.9981541	0.7085236
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.88201916	1.0	1.202346	0.956129	1.157864	0.78264177	0.99391365	0.71528333
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.8800951	1.0	1.1991544	0.93946844	1.7138745	0.05699725	1.6697161	0.088778876
REACTOME_TIE2_SIGNALING	0.8797772	1.0	0.9821404	1.0	1.4298797	0.43231183	1.4078435	0.31263694
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.8792558	1.0	0.9518373	1.0	1.3655535	0.52713346	1.6803646	0.08044536
REACTOME_RHOD_GTPASE_CYCLE	0.8774017	1.0	0.85195154	1.0	0.9926766	0.92588204	1.2130344	0.46696854
REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	0.8735036	1.0	-0.51951885	1.0	-1.18983	0.49384648	-1.3776112	0.23389943
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS	0.87222487	1.0	1.0496516	0.99108577	0.8567243	0.99977905	1.3722318	0.35019347
REACTOME_SPHINGOLIPID_METABOLISM	0.8708726	1.0	0.78723085	1.0	0.9245192	0.9862222	1.3752646	0.3455164
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	0.86897904	1.0	-1.0126656	0.9293572	-1.1320711	0.55834633	0.47827405	0.99751866
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	0.8677581	1.0	0.85740095	1.0	0.8912438	0.97269607	1.0438313	0.65102565
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	0.8671893	1.0	1.173823	0.94594306	1.1701134	0.76492476	1.3898326	0.3294031
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.8660375	1.0	0.98126274	1.0	0.9324405	1.0	1.1087767	0.5677042
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	0.8655655	1.0	-0.63619703	1.0	-1.2231427	0.46610332	-0.5774917	1.0
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	0.8647585	1.0	0.72879356	1.0	-0.97479314	0.7633952	0.6968061	0.975982
REACTOME_CARNITINE_METABOLISM	0.8627078	1.0	0.8586977	1.0	0.59999496	1.0	-0.82333606	0.90702367
REACTOME_RAB_GERANYLGERANYLATION	0.8607605	1.0	0.81277496	1.0	0.7725802	1.0	0.8043235	0.9308752
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	0.855576	1.0	0.9436634	1.0	0.66224986	1.0	0.7702076	0.9408127
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.85531163	1.0	1.0595292	0.99849117	0.8755665	0.9848927	1.1369044	0.53908396
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS	0.8528271	1.0	0.7794631	1.0	1.0194974	0.930053	1.2547009	0.42346138
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.85216576	1.0	1.2569301	0.97113687	1.852105	0.01279904	2.25955	5.233531e-05
REACTOME_SIGNALING_BY_SCF_KIT	0.8518303	1.0	-1.0611141	0.9158553	-1.0315411	0.68798286	0.7813868	0.9302877
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.8516581	1.0	0.9725445	1.0	-0.793683	0.91462654	0.82066935	0.9255592
REACTOME_MYOGENESIS	0.851347	1.0	-1.1258143	0.8567779	0.67629904	1.0	1.5513271	0.15940851
REACTOME_AZATHIOPRINE_ADME	0.85065985	1.0	0.9877524	1.0	0.49253	1.0	-0.89768785	0.8338835
REACTOME_CREB_PHOSPHORYLATION	0.8483832	1.0	-0.87746376	1.0	-0.5961258	0.9774582	0.8577276	0.88997096
REACTOME_IMMUNE_SYSTEM	0.8477413	1.0	1.0645587	1.0	0.9309451	0.9961928	1.3295609	0.37845123
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	0.8473142	1.0	1.011362	1.0	0.87359405	0.9844062	-1.0637479	0.5908943
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	0.84650093	1.0	0.866356	1.0	0.65320706	1.0	0.7587893	0.947948
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	0.84537935	1.0	0.91344315	1.0	0.9059456	0.97539645	-1.0574201	0.60053825
REACTOME_MUSCLE_CONTRACTION	0.8433619	1.0	1.2052906	0.9556283	1.3977964	0.47427168	1.8470314	0.01709796
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	0.8429572	1.0	0.95170397	1.0	1.0973412	0.85879964	1.1861479	0.4908537
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.84235233	1.0	1.1100533	0.9929639	0.9296901	0.9941	1.3845882	0.33884567
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX	0.84154755	1.0	1.3162423	0.83889794	1.2058086	0.71209884	1.2913443	0.39624313
REACTOME_RECYCLING_PATHWAY_OF_L1	0.8397603	1.0	0.9461024	1.0	-0.9495394	0.7835787	0.91780216	0.8240744
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	0.83837414	1.0	0.8052456	1.0	0.9706517	0.95053524	0.7865807	0.9311187
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III	0.8360314	1.0	1.1461104	0.95113003	0.77193713	1.0	0.8928831	0.85024214
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.83328074	1.0	0.73350334	1.0	0.9173988	0.97351354	1.3326821	0.37676013
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.8331813	1.0	0.9099677	1.0	0.8441745	0.99942255	1.3472681	0.3679269
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	0.8322667	1.0	0.6600677	1.0	0.76086485	1.0	1.1602376	0.521703
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	0.83126545	1.0	0.5915745	1.0	0.51788235	1.0	1.4707037	0.24074836
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	0.8254368	1.0	0.59917945	1.0	-1.4528961	0.21070603	0.5672915	0.99318516
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	0.8245601	1.0	0.96159536	1.0	1.3641857	0.5223684	1.2714144	0.40647215
REACTOME_APOPTOSIS	0.8236163	1.0	0.9953457	1.0	0.92373365	0.9855874	1.2935189	0.39459077
REACTOME_NICOTINATE_METABOLISM	0.82355297	1.0	1.5271167	0.6003972	1.0956069	0.8580446	0.7900094	0.9345832
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	0.82048064	1.0	1.0829668	1.0	1.2584622	0.6378562	1.7066199	0.062879644
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	0.82044375	1.0	-0.58285415	1.0	-0.66977817	0.96704423	-0.79023683	0.9463746
REACTOME_CELL_JUNCTION_ORGANIZATION	0.8197548	1.0	0.76908815	1.0	0.9149131	0.9767551	1.9825238	0.003441303
REACTOME_INTERLEUKIN_27_SIGNALING	0.8136276	1.0	0.6822908	1.0	-1.2262152	0.46338877	0.7287456	0.9615776
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	0.81191343	1.0	-0.6569562	1.0	-1.0474832	0.67575395	0.7007359	0.9734751
REACTOME_SIGNALING_BY_WNT	0.81174934	1.0	1.2336682	0.96053326	1.1256559	0.8340261	1.4416572	0.27586082
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.8111311	1.0	0.75897366	1.0	0.8117294	0.9938472	1.0828044	0.6040887
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS	0.8111137	1.0	0.9104342	1.0	-1.01485	0.7059016	0.903078	0.8346687
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.8104397	1.0	0.77924883	1.0	0.92249966	0.9811003	0.8019757	0.9302972
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	0.81017643	1.0	0.97021484	1.0	0.918383	0.9736855	-1.2823174	0.31607127
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4	0.8087615	1.0	0.6573706	1.0	-0.55112195	0.97870153	1.1413676	0.5359036
REACTOME_METABOLISM	0.80858	1.0	0.9531156	1.0	0.81223303	0.9950432	0.77681524	0.9341291
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	0.8075773	1.0	-1.5612482	0.6866746	-1.4307479	0.23318762	-1.0620458	0.59261
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	0.8075284	1.0	-1.0993065	0.85958314	0.7013234	1.0	0.8935242	0.85039204
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	0.8070236	1.0	-0.74449587	1.0	0.7515314	1.0	1.1543174	0.5209706
REACTOME_RAC1_GTPASE_CYCLE	0.8066111	1.0	0.7929898	1.0	1.2523289	0.64450985	1.6507286	0.09858834
REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR	0.8059274	1.0	-0.7738916	1.0	-0.47056824	0.9909958	1.5783031	0.15073918
REACTOME_DAP12_SIGNALING	0.80463165	1.0	0.5539519	1.0	0.50339013	1.0	0.84881014	0.89660746
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	0.80244297	1.0	-1.092023	0.86739254	-1.2268584	0.46381742	0.45348307	0.9994676
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX	0.802346	1.0	0.62983036	1.0	-0.8697999	0.8605006	-0.69625455	1.0
REACTOME_MITOCHONDRIAL_UNCOUPLING	0.80085444	1.0	0.7265273	1.0	1.2546047	0.6439304	1.2865523	0.39594913
REACTOME_SIGNALING_BY_FGFR	0.8001123	1.0	1.0525291	0.9961158	0.7382134	1.0	-0.8728505	0.86057526
REACTOME_CALCINEURIN_ACTIVATES_NFAT	0.7981046	1.0	0.4744996	1.0	1.0782925	0.8574041	1.4040742	0.31474918
REACTOME_MRNA_EDITING	0.793496	1.0	0.8963009	1.0	0.5539226	1.0	-1.208635	0.40604952
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	0.7926908	1.0	-0.6404463	1.0	-0.58409166	0.9758807	0.7560403	0.9444614
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.79222375	1.0	0.89312255	1.0	0.9632124	0.95941156	1.3095967	0.38777235
REACTOME_PKR_MEDIATED_SIGNALING	0.7918235	1.0	1.0776362	1.0	0.7674007	1.0	0.8336303	0.91138804
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.79053915	1.0	1.3629111	0.9141651	0.97938937	0.9405355	1.0153606	0.69632155
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.789308	1.0	0.89917403	1.0	0.6846468	1.0	1.1442114	0.5323956
REACTOME_HYDROLYSIS_OF_LPC	0.78868645	1.0	-1.6238725	0.77818465	-1.6002288	0.1025154	-1.1653582	0.4601675
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	0.7881633	1.0	0.77530646	1.0	0.7855097	1.0	-1.537602	0.1042013
REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS	0.7877342	1.0	0.8363416	1.0	0.729609	1.0	0.61809516	0.99116266
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS	0.78638136	1.0	1.0640674	1.0	0.8450816	0.9998991	0.8642624	0.8861897
REACTOME_RHOB_GTPASE_CYCLE	0.78497267	1.0	0.84561616	1.0	0.776958	1.0	0.91009307	0.8272102
REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	0.7842119	1.0	0.70113486	1.0	1.0903974	0.86215746	1.1181481	0.55493903
REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9	0.783837	1.0	0.45399365	1.0	-0.8951849	0.8412908	-1.3655746	0.24287994
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	0.7824679	1.0	0.7608782	1.0	-1.0814644	0.62969714	-1.7370743	0.028666526
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	0.782004	1.0	1.1794358	0.9440187	1.0118762	0.9154967	1.4229236	0.30245307
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.7791603	1.0	0.7964498	1.0	0.8877232	0.9667249	1.1131802	0.5633161
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4	0.7786559	1.0	-0.82166374	1.0	1.0901953	0.8596362	1.2818711	0.39709368
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.7705043	1.0	0.5907607	1.0	-1.577034	0.11798798	-1.3562723	0.2482462
REACTOME_SIGNALING_BY_FGFR4	0.7691836	1.0	0.9094699	1.0	0.81992126	1.0	-0.9367618	0.78196275
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM	0.76803553	1.0	-0.88157743	1.0	0.81691855	0.9994125	-0.54476583	0.99536836
