NAME	NES_6H	FDR_6H	NES_24H	FDR_24H
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	1.0509477	0.9291828	-1.2846043	0.43944642
REACTOME_METABOLISM_OF_PORPHYRINS	1.0456859	0.942083	1.0564212	0.9965294
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	1.0451355	0.940009	1.564121	0.28572083
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	1.0440215	0.93976355	1.0196984	1.0
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	1.04299	0.9392516	1.1528187	0.86926883
REACTOME_M_PHASE	1.0428435	0.9359485	-1.2871457	0.44122127
REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL	1.0418469	0.9353547	-0.8077358	0.87584263
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	1.0412445	0.9335805	-0.7184664	0.9344659
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	1.0378776	0.94045186	0.99308574	1.0
REACTOME_SIGNALING_BY_WNT	1.0356035	0.9439676	0.79970485	1.0
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	1.0351284	0.9417556	-1.2101331	0.5087246
REACTOME_REGULATION_OF_IFNG_SIGNALING	1.032636	0.9459208	1.0555097	0.9964325
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3	1.0311354	0.9468984	1.1896021	0.8126598
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS	1.0300692	0.9465409	1.0149348	1.0
REACTOME_CELL_CELL_COMMUNICATION	1.0297265	0.9439628	1.2230164	0.8028096
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	1.0295714	0.9408023	1.0594314	0.9893788
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1.0281272	0.9416628	1.5617527	0.2772325
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	1.0276815	0.9394405	-0.5096765	1.0
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING	1.0269803	0.9380644	-1.3751402	0.34883517
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	1.026934	0.93465865	0.7400752	1.0
REACTOME_SIGNALING_BY_VEGF	1.0262684	0.93314	1.0016075	1.0
REACTOME_INTERFERON_SIGNALING	1.0261679	0.92994595	0.8519996	1.0
REACTOME_PURINE_SALVAGE	1.0245782	0.93122107	1.4337232	0.44749114
REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS	1.0225043	0.93403184	1.1121485	0.9218579
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	1.0219158	0.93233883	-0.83796054	0.85214764
REACTOME_PHASE_3_RAPID_REPOLARISATION	1.02102	0.93158805	-0.5868181	0.9891918
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	1.0171808	0.9397613	-1.7588252	0.06427703
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	1.0164589	0.93852955	1.7347933	0.05621309
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	1.0160342	0.9363514	1.0404875	1.0
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	1.0136172	0.94023085	0.8647348	1.0
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	1.011024	0.9447057	0.9894413	1.0
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	1.0086329	0.9484583	0.8766944	1.0
REACTOME_MET_RECEPTOR_RECYCLING	1.0086262	0.94505394	0.5757558	1.0
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	1.0056369	0.9506563	1.0531657	0.9948147
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	1.0020885	0.95802414	1.0222876	1.0
REACTOME_DIGESTION_AND_ABSORPTION	1.0008422	0.95838195	1.5166979	0.3239636
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE	0.99952567	0.95890135	-1.0597404	0.6510633
REACTOME_HEME_BIOSYNTHESIS	0.9994775	0.95565206	1.0292699	1.0
REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS	0.99909145	0.953435	1.1788541	0.8392911
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	0.9987279	0.95112425	0.6839962	1.0
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.99834466	0.9489043	1.5270368	0.31492707
REACTOME_TRANSPORT_OF_FATTY_ACIDS	0.99798614	0.9466428	1.096695	0.94055814
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.99630666	0.94832504	1.1411226	0.88812697
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.9940531	0.9516389	1.385129	0.51992697
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	0.993633	0.9495483	0.76086247	1.0
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.9935068	0.9466647	1.0155377	1.0
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	0.99051285	0.95217663	1.3824754	0.5207614
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	0.989963	0.9505415	0.81757355	1.0
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	0.98975116	0.94791615	0.9364972	1.0
REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	0.98716813	0.9521632	1.0618875	0.9873909
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.9845703	0.9565859	1.0290477	1.0
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES	0.9840284	0.95491457	-1.2351664	0.4787139
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.9839084	0.95201874	0.9350292	1.0
REACTOME_SIGNALING_BY_HEDGEHOG	0.98348635	0.9500562	0.9320699	1.0
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.9816398	0.95224375	1.0396873	1.0
REACTOME_SIALIC_ACID_METABOLISM	0.98137635	0.94982165	1.2331934	0.8276129
REACTOME_MAPK6_MAPK4_SIGNALING	0.9811488	0.9473146	-1.1729664	0.5374913
REACTOME_DRUG_MEDIATED_INHIBITION_OF_CDK4_CDK6_ACTIVITY	0.9793889	0.949275	1.0839546	0.9592968
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.9790641	0.9470718	0.8497406	1.0
REACTOME_SIGNALING_BY_MST1	0.978365	0.9459423	1.5350658	0.32309458
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.97694033	0.94688064	1.2447047	0.81576157
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.9752438	0.94868183	0.9118405	1.0
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	0.9751146	0.94595635	0.87181807	1.0
REACTOME_SIGNALING_BY_RETINOIC_ACID	0.96826446	0.96243155	0.72404915	1.0
REACTOME_METABOLISM_OF_STEROIDS	0.96557975	0.9670196	0.7647876	1.0
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS	0.9636537	0.96942365	0.79620534	1.0
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	0.9636394	0.96635413	1.082428	0.9580695
REACTOME_SPERM_MOTILITY_AND_TAXES	0.96343935	0.96381336	0.69532573	1.0
REACTOME_COENZYME_A_BIOSYNTHESIS	0.9631794	0.961459	-0.5649416	0.99719816
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	0.9609979	0.96457726	0.82882106	1.0
REACTOME_RAB_GERANYLGERANYLATION	0.95741385	0.97165835	1.1687893	0.85570705
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS	0.9541773	0.9777712	-0.81776226	0.8725628
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	0.9541441	0.9747778	0.55767447	1.0
REACTOME_METABOLISM_OF_STEROID_HORMONES	0.94895756	0.98634404	1.1704451	0.8568277
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.9454807	0.9929878	1.3086952	0.6646533
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF	0.94359845	0.99515903	0.8209712	1.0
REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	0.94083714	0.99987817	0.9021158	1.0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.9399141	0.999324	1.30384	0.6755267
REACTOME_FRUCTOSE_CATABOLISM	0.9396662	0.99695593	0.5802954	1.0
REACTOME_POTASSIUM_CHANNELS	0.93517745	1.0	-1.1532927	0.56334347
REACTOME_PREDNISONE_ADME	0.93310785	1.0	-0.4832056	1.0
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	0.93252856	1.0	1.1693918	0.85715294
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	0.93144494	1.0	1.0039531	1.0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.9296393	1.0	1.0083112	1.0
REACTOME_PYRIMIDINE_SALVAGE	0.92209595	1.0	-0.8158311	0.8735986
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	0.92141205	1.0	1.3331484	0.60952467
REACTOME_HS_GAG_BIOSYNTHESIS	0.91119134	1.0	1.5672039	0.28354117
REACTOME_GLUTATHIONE_CONJUGATION	0.910561	1.0	0.80837864	1.0
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	0.91049224	1.0	1.0289556	1.0
REACTOME_METABOLISM	0.9066493	1.0	0.9962962	1.0
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	0.9064868	1.0	1.1317964	0.9050944
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.9045114	1.0	1.1377187	0.8867158
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	0.9007785	1.0	1.9702209	0.0024440165
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	0.9001231	1.0	1.5239953	0.31193238
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	0.89952254	1.0	0.9506312	1.0
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.8988323	1.0	-1.3883258	0.34781337
REACTOME_SERINE_BIOSYNTHESIS	0.89770097	1.0	0.7589751	1.0
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	0.8969877	1.0	-0.7536335	0.91207975
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	0.8955333	1.0	1.1407428	0.88249856
REACTOME_CHROMATIN_MODIFYING_ENZYMES	0.8926745	1.0	0.7774285	1.0
REACTOME_LDL_CLEARANCE	0.8922198	1.0	1.0472648	1.0
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	0.88822025	1.0	-1.0948598	0.6138941
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.8838023	1.0	-1.1106747	0.60706466
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.88321245	1.0	-0.98981214	0.72276074
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	0.88229835	1.0	1.6201893	0.18238187
REACTOME_RHO_GTPASE_CYCLE	0.8773938	1.0	1.1544896	0.870233
REACTOME_HYDROLYSIS_OF_LPC	0.8772202	1.0	1.2485071	0.80897087
REACTOME_CDC42_GTPASE_CYCLE	0.87666273	1.0	1.4516164	0.4409792
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	0.8765795	1.0	-0.46361324	1.0
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	0.87641627	1.0	0.8651787	1.0
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	0.874876	1.0	1.2464217	0.8131095
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.8725806	1.0	1.402652	0.4902764
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.87057805	1.0	1.2392994	0.8199711
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	0.8701152	1.0	-1.439234	0.28571188
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	0.868577	1.0	0.8681844	1.0
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	0.86778533	1.0	-1.0801864	0.62344456
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS	0.86382324	1.0	1.2382854	0.81967515
REACTOME_SIGNALING_BY_FGFR	0.8633525	1.0	0.71293455	1.0
REACTOME_HEDGEHOG_OFF_STATE	0.8624279	1.0	0.8526648	1.0
REACTOME_PHOSPHORYLATION_OF_EMI1	0.86173826	1.0	-1.2696021	0.45470598
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.8613894	1.0	-0.648635	0.9705315
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.8604248	1.0	0.5690621	1.0
REACTOME_DECTIN_2_FAMILY	0.8602554	1.0	1.1984603	0.8008028
REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2	0.85931045	1.0	0.58402455	1.0
REACTOME_GLUCURONIDATION	0.8592531	1.0	1.2530146	0.81406254
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.8586149	1.0	0.9312274	1.0
REACTOME_SIGNALING_BY_NTRK2_TRKB	0.8580377	1.0	0.77899575	1.0
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	0.8555181	1.0	0.99075097	1.0
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.8550633	1.0	1.5625656	0.28258598
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.8544447	1.0	1.3594524	0.5594974
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.85365224	1.0	0.6204208	1.0
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3	0.85276616	1.0	-0.977677	0.73511505
REACTOME_TCR_SIGNALING	0.8527438	1.0	0.9080448	1.0
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS	0.8476904	1.0	0.97515166	1.0
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.84663105	1.0	1.4988154	0.3493184
REACTOME_CAM_PDE_1_ACTIVATION	0.84454304	1.0	-1.1001031	0.61160105
REACTOME_HDMS_DEMETHYLATE_HISTONES	0.84313416	1.0	0.62894845	1.0
REACTOME_SIGNAL_AMPLIFICATION	0.84170365	1.0	0.87665886	1.0
REACTOME_SODIUM_PROTON_EXCHANGERS	0.838693	1.0	0.9638929	1.0
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS	0.83463	1.0	0.95014334	1.0
REACTOME_COBALAMIN_CBL_METABOLISM	0.8343565	1.0	-1.0438117	0.66965234
REACTOME_HEMOSTASIS	0.83065736	1.0	1.2360911	0.81977713
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.82755405	1.0	0.5731346	1.0
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.8271814	1.0	1.2049748	0.8060255
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	0.8251035	1.0	0.35513026	0.99972147
REACTOME_INTERFERON_GAMMA_SIGNALING	0.8238641	1.0	1.1103652	0.9250086
REACTOME_POST_TRANSCRIPTIONAL_SILENCING_BY_SMALL_RNAS	0.82108253	1.0	1.0819161	0.95662904
REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS	0.82005507	1.0	1.228907	0.808957
REACTOME_IMMUNE_SYSTEM	0.81981784	1.0	0.9840649	1.0
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.8194253	1.0	-1.711753	0.09557745
REACTOME_PHOSPHOLIPID_METABOLISM	0.81798506	1.0	1.2073636	0.81252766
REACTOME_PLATELET_HOMEOSTASIS	0.81778526	1.0	-1.051919	0.6567862
REACTOME_SYNTHESIS_OF_PC	0.81776345	1.0	1.5316832	0.3276566
REACTOME_PHASE_0_RAPID_DEPOLARISATION	0.81451243	1.0	-0.8728521	0.8349689
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	0.8138313	1.0	1.8027884	0.0316097
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	0.809909	1.0	-1.0255072	0.6953224
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.8075872	1.0	1.0603225	0.98955554
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	0.80731064	1.0	-0.7995324	0.88019425
REACTOME_NICOTINAMIDE_SALVAGING	0.8070976	1.0	1.2287302	0.80518854
REACTOME_ALPHA_DEFENSINS	0.8069084	1.0	0.71937156	1.0
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	0.80631155	1.0	1.4878833	0.3767984
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0.80629176	1.0	-0.68395853	0.9570383
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	0.80556905	1.0	1.4068682	0.48913792
REACTOME_SIGNALING_BY_NODAL	0.80480415	1.0	1.1001179	0.9417401
REACTOME_CONJUGATION_OF_SALICYLATE_WITH_GLYCINE	0.8042717	1.0	-1.0055783	0.7201002
REACTOME_CHROMOSOME_MAINTENANCE	0.8029872	1.0	-1.3775417	0.34898546
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	0.8029675	1.0	-1.2364658	0.4782042
REACTOME_AMINO_ACID_CONJUGATION	0.80224556	1.0	-0.99550265	0.723666
REACTOME_PHASE_2_PLATEAU_PHASE	0.8020523	1.0	-0.886111	0.81475353
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.8008649	1.0	1.6924742	0.08952587
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.79979163	1.0	0.9213086	1.0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE	0.79746526	1.0	1.1772125	0.84194577
REACTOME_SYNTHESIS_OF_PA	0.7964431	1.0	0.9420452	1.0
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	0.7963981	1.0	0.65412533	1.0
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	0.79625785	1.0	1.0403397	1.0
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.79569453	1.0	1.1162523	0.9171106
REACTOME_HEME_DEGRADATION	0.7931357	1.0	1.0106026	1.0
REACTOME_RHO_GTPASES_ACTIVATE_PKNS	0.78996015	1.0	0.70378935	1.0
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	0.788721	1.0	-1.2734264	0.45130587
REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R	0.781394	1.0	-0.9180307	0.7896162
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.7808587	1.0	0.6436953	1.0
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	0.7776222	1.0	-1.423094	0.30599806
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	0.7774937	1.0	1.1001515	0.94502336
REACTOME_SIGNALING_BY_INTERLEUKINS	0.7771123	1.0	0.7938734	1.0
REACTOME_SIGNALING_BY_HIPPO	0.77493954	1.0	1.2524779	0.811369
REACTOME_PROTEIN_UBIQUITINATION	0.77446496	1.0	0.6852934	1.0
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	0.7742173	1.0	1.3973087	0.4914843
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.7710938	1.0	0.59136593	1.0
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.7703426	1.0	-1.0374669	0.67433304
REACTOME_COLLAGEN_FORMATION	0.7698543	1.0	1.9425178	0.0027388812
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	0.767243	1.0	0.66121155	1.0
REACTOME_SIGNALLING_TO_ERKS	0.76679593	1.0	-0.83555365	0.8520208
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	0.76433116	1.0	-1.0209792	0.70054126
REACTOME_RHOF_GTPASE_CYCLE	0.7642245	1.0	0.8793538	1.0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.7635527	1.0	0.9804259	1.0
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER	0.76304936	1.0	-0.4925028	1.0
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.76190907	1.0	0.94113445	1.0
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.76032376	1.0	1.2069385	0.8101957
REACTOME_ANDROGEN_BIOSYNTHESIS	0.7599562	1.0	-0.65769315	0.97131574
REACTOME_CA2_ACTIVATED_K_CHANNELS	0.7598874	1.0	0.7422819	1.0
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	0.755504	1.0	1.2140006	0.8061917
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	0.7540744	1.0	0.8444697	1.0
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	0.75234026	1.0	0.7487436	1.0
REACTOME_ABACAVIR_ADME	0.75056905	1.0	1.4246053	0.46134806
REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION	0.75027156	1.0	1.3154799	0.6550221
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.74660486	1.0	0.98919076	1.0
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	0.7448556	1.0	0.7128736	1.0
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	0.7416696	1.0	-1.3128293	0.41989857
REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES	0.7414851	1.0	-1.1028222	0.61016667
REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS	0.73937577	1.0	0.61271286	1.0
REACTOME_INSULIN_PROCESSING	0.7351386	1.0	1.2212613	0.79730827
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	0.734874	1.0	0.95526373	1.0
REACTOME_P75NTR_REGULATES_AXONOGENESIS	0.72886246	1.0	-1.4011835	0.33023664
REACTOME_SYNTHESIS_OF_KETONE_BODIES	0.7276689	1.0	-0.6849814	0.9580721
REACTOME_MIRO_GTPASE_CYCLE	0.725402	1.0	-0.7806866	0.89563
REACTOME_CELL_CYCLE_CHECKPOINTS	0.72461176	1.0	-1.6741815	0.11657735
REACTOME_SIGNALING_BY_SCF_KIT	0.72429055	1.0	1.1297709	0.8985029
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.72360426	1.0	1.4719211	0.38104144
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	0.72050077	1.0	1.294009	0.6752683
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.7197404	1.0	0.5833207	1.0
REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.7194831	1.0	-0.9442529	0.76513946
REACTOME_REGULATION_BY_C_FLIP	0.7177536	1.0	0.5795283	1.0
REACTOME_MET_RECEPTOR_ACTIVATION	0.71607023	1.0	1.223754	0.80408084
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.7157784	1.0	0.96326023	1.0
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	0.71458846	1.0	0.68082386	1.0
REACTOME_SURFACTANT_METABOLISM	0.7124849	1.0	1.2000122	0.79855317
REACTOME_METHYLATION	0.70921284	1.0	1.184745	0.8239258
REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	0.7079198	1.0	1.3122877	0.6589627
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	0.707804	1.0	0.81893325	1.0
REACTOME_CYTOPROTECTION_BY_HMOX1	0.70719194	1.0	-0.76286477	0.9080537
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE	0.7037703	1.0	0.9593766	1.0
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	0.70299155	1.0	1.4214202	0.4631035
REACTOME_SIGNALLING_TO_RAS	0.6983472	1.0	0.71426266	1.0
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	0.6976778	1.0	0.58433485	1.0
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.69753	1.0	-0.93457985	0.7781699
REACTOME_SIGNALING_BY_NOTCH1	0.6952219	1.0	0.8107642	1.0
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	0.69210154	1.0	1.1289204	0.8845068
REACTOME_PECAM1_INTERACTIONS	0.69187117	1.0	-0.9391144	0.77336514
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	0.6896549	1.0	0.655981	1.0
REACTOME_MET_ACTIVATES_RAS_SIGNALING	0.68916714	1.0	0.6169742	1.0
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	0.683272	1.0	0.5613114	1.0
REACTOME_TRIGLYCERIDE_METABOLISM	0.6816421	1.0	1.3083875	0.66121393
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	0.678798	1.0	0.92552054	1.0
REACTOME_HEDGEHOG_ON_STATE	0.6766233	1.0	-0.9924516	0.723602
REACTOME_FRUCTOSE_METABOLISM	0.67518735	1.0	0.92161196	1.0
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	0.6709312	1.0	0.7869528	1.0
